time,open,high,low,close
2021-03-03T19:00:00-03:00,96.6719,97,95.9062,95.9531
2021-03-04T19:00:00-03:00,95.9531,96.2188,95.4531,95.9531
2021-03-07T19:00:00-03:00,95.9375,95.9375,95.5156,95.6562
2021-03-08T19:00:00-03:00,95.6562,96.3438,95.6562,96.2969
2021-03-09T19:00:00-03:00,96.2969,96.5,95.9531,96.375
2021-03-10T19:00:00-03:00,96.375,96.7812,96.1406,96.1719
2021-03-11T19:00:00-03:00,96.1719,96.25,95.3281,95.4531
2021-03-14T18:00:00-03:00,95.4062,95.7031,95.25,95.5781
2021-03-15T18:00:00-03:00,95.5781,95.7969,95.4375,95.4844
2021-03-16T18:00:00-03:00,95.4844,95.5156,94.8906,95.25
2021-03-17T18:00:00-03:00,95.2812,95.3906,94.2969,94.6094
2021-03-18T18:00:00-03:00,94.6562,95.0312,94.375,94.6406
2021-03-21T18:00:00-03:00,94.5625,95.1094,94.5625,94.8438
2021-03-22T18:00:00-03:00,94.8125,95.5156,94.7656,95.4219
2021-03-23T18:00:00-03:00,95.4375,95.75,95.25,95.5781
2021-03-24T18:00:00-03:00,95.5312,95.7656,95.3125,95.3594
2021-03-25T18:00:00-03:00,95.3438,95.5,94.9531,95.0312
2021-03-28T18:00:00-03:00,94.9375,95.375,94.5781,94.6562
2021-03-29T18:00:00-03:00,94.6719,94.75,94.1406,94.75
2021-03-30T18:00:00-03:00,94.7188,94.7188,94.3281,94.4062
2021-03-31T18:00:00-03:00,94.3906,95.0625,94.3281,95.0469
2021-04-04T18:00:00-03:00,94.625,94.7969,94.4062,94.75
2021-04-05T18:00:00-03:00,94.7656,95.2656,94.6562,95.2656
2021-04-06T18:00:00-03:00,95.1875,95.4062,95,95.0156
2021-04-07T18:00:00-03:00,95.0469,95.5625,95.0312,95.5625
2021-04-08T18:00:00-03:00,95.4375,95.4688,94.9375,95.1094
2021-04-11T18:00:00-03:00,95.1719,95.3125,94.9531,95.0781
2021-04-12T18:00:00-03:00,95.0156,95.5469,94.7969,95.5469
2021-04-13T18:00:00-03:00,95.5156,95.5781,95.2656,95.3438
2021-04-14T18:00:00-03:00,95.4062,96.3281,95.2812,95.8906
2021-04-15T18:00:00-03:00,95.9219,96.1406,95.7188,95.875
2021-04-18T18:00:00-03:00,95.8594,96.125,95.5781,95.6406
2021-04-19T18:00:00-03:00,95.6719,96.0781,95.4375,96.0781
2021-04-20T18:00:00-03:00,96.0312,96.1094,95.8438,96.0781
2021-04-21T18:00:00-03:00,96.0625,96.3125,95.8125,96.2344
2021-04-22T18:00:00-03:00,96.2031,96.3125,95.8906,96.0312
2021-04-25T18:00:00-03:00,96.0469,96.0938,95.7188,95.9844
2021-04-26T18:00:00-03:00,95.9531,96,95.4375,95.4844
